farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F03548,2023,Ganjam,11.41,Maize,Yes,68.57,Rainfed,Tenant,Clay Loam,Local Trader,338911.53,35.43,0.51,0.663,0,726.97
F03549,2024,Bhadrak,11.49,Wheat,Yes,77.44,Irrigated,Owned,Clay Loam,FPO,478333.85,36.83,-9.92,0.718,0,943.53
F03550,2022,Puri,5.61,Soybean,Yes,82.36,Irrigated,Tenant,Alluvial,Contract Buyer,531289.83,37.84,22.46,0.448,0,748.3
F03551,2023,Cuttack,4.38,Cotton,No,49.66,Irrigated,Owned,Sandy Loam,Local Trader,196390.14,6.84,0.51,0.725,0,677.07
F03552,2022,Ganjam,16.04,Wheat,No,78.9,Irrigated,Owned,Red,APMC,340636.7,28.18,-20.14,,0,763.75
F03553,2022,Bhadrak,0.68,Millets,No,41.45,Irrigated,Owned,Sandy Loam,FPO,603323.04,39.33,-27.74,0.367,1,524.68
F03554,2024,Mayurbhanj,7.66,Maize,Yes,67.16,Irrigated,Owned,Sandy Loam,FPO,197396.61,33.98,0.57,0.764,0,709.72
F03555,2022,Bhadrak,12.69,Rice,No,59.4,Rainfed,Owned,Laterite,FPO,178994.24,39.87,,0.552,1,643.47
F03556,2023,Balasore,8.89,Sugarcane,Yes,61.3,Irrigated,Tenant,Sandy Loam,Local Trader,127199.96,1.84,0.51,0.661,0,796.77
F03557,2023,Balasore,14.67,Maize,Yes,36.91,Irrigated,Owned,Sandy Loam,Local Trader,543353.37,0.89,-19.53,0.53,0,769.51
F03558,2023,Cuttack,8.07,Wheat,Yes,60.39,Irrigated,Tenant,Alluvial,Contract Buyer,308014.84,41.39,-16.86,0.498,0,649
F03559,2022,Balasore,4,Millets,Yes,57.6,Rainfed,Owned,Sandy Loam,Local Trader,103876.86,10.9,15.71,0.432,1,633.76
F03560,2023,Bhadrak,2.99,Sugarcane,Yes,51.23,Irrigated,Owned,Alluvial,APMC,236388.88,40.16,-18.13,0.552,1,575.37
F03561,2022,Cuttack,7.13,Cotton,No,36.81,Irrigated,Owned,Laterite,Local Trader,630052.53,15.9,-16.67,0.609,0,783.58
F03562,2022,Mayurbhanj,13.44,Soybean,Yes,61.62,Irrigated,Owned,Black,Local Trader,99172.64,10.64,-5.03,,0,758.91
F03563,2023,Mayurbhanj,16.54,Millets,Yes,44.33,Irrigated,Owned,Laterite,APMC,109855.64,29.59,9.53,0.592,0,643.76
F03564,2023,Balasore,16.96,Wheat,Yes,50.81,Irrigated,Tenant,Alluvial,FPO,491268.08,12.74,-6.81,0.315,0,884.85
F03565,2023,Ganjam,9.88,Maize,Yes,100,Rainfed,Owned,Black,FPO,96440.78,30.59,4.08,0.552,0,796.76
F03566,2023,Mayurbhanj,11.04,Rice,Yes,78.06,Rainfed,Owned,Black,Local Trader,298601.89,19.15,0.51,,0,859.07
F03567,2023,Bhadrak,3.93,Wheat,Yes,52.56,Irrigated,Tenant,Laterite,Local Trader,116536.91,23.58,-10.82,0.413,0,587.02
F03568,2023,Bhadrak,1.11,Wheat,No,16.16,Irrigated,Owned,Red,APMC,178318.58,7.54,35.53,0.544,0,500.39
F03569,2023,Mayurbhanj,6.32,Maize,Yes,52.67,Rainfed,Owned,Alluvial,APMC,192113.29,38.32,11.41,,0,664.84
F03570,2023,Mayurbhanj,15.28,Millets,No,64.67,Rainfed,Owned,Laterite,FPO,119465.06,6.39,18.64,0.535,0,767.85
F03571,2022,Ganjam,17.3,Maize,No,43.64,Rainfed,Owned,Sandy Loam,Local Trader,395729.54,5.75,,0.449,0,807.86
F03572,2022,Bhadrak,16.88,Millets,Yes,74.7,Irrigated,Tenant,Laterite,Contract Buyer,250628.82,26.94,0.51,0.521,0,840.87
F03573,2022,Cuttack,12.38,Sugarcane,No,27.74,Irrigated,Tenant,Black,APMC,479522.8,8.29,10.27,0.552,0,814.36
F03574,2024,Ganjam,8.67,Maize,Yes,29.38,Irrigated,Tenant,Black,Contract Buyer,527393.86,25.46,40.95,0.715,1,651.7
F03575,2023,Ganjam,12.47,Cotton,No,94.13,Irrigated,Owned,Laterite,Contract Buyer,182841.03,14.39,2.87,0.596,0,755.03
F03576,2022,Bhadrak,6.18,Millets,No,77.26,Irrigated,Owned,Clay Loam,Local Trader,263376.51,15.32,-5.76,0.444,0,729.56
F03577,2023,Ganjam,1.53,Wheat,Yes,73.79,Irrigated,Owned,Clay Loam,APMC,573775.38,25.44,12.87,0.576,0,804.83
F03578,2022,Bhadrak,10.92,Sugarcane,Yes,57.11,Irrigated,Owned,Alluvial,Local Trader,428863.94,0.67,1.35,0.552,0,934.29
F03579,2022,Balasore,5.42,Maize,No,69.98,Irrigated,Owned,Black,APMC,519216.37,34.78,11.27,0.665,0,705.77
F03580,2022,Ganjam,4.06,Wheat,Yes,50.46,Irrigated,Owned,Alluvial,Local Trader,276334.16,32.61,4.44,0.5,0,553.33
F03581,2022,Balasore,10.06,Cotton,Yes,58.4,Irrigated,Owned,Clay Loam,FPO,453137.89,0.34,11.45,0.718,0,847.83
F03582,2024,Ganjam,8.64,Wheat,Yes,71.18,Rainfed,Owned,Laterite,Contract Buyer,290925.12,27.01,,0.463,0,729.41
F03583,2023,Ganjam,8.89,Sugarcane,Yes,61.26,Irrigated,Owned,Black,APMC,492190.51,38.11,10.92,0.552,0,792.93
F03584,2023,Puri,5.44,Rice,Yes,75.51,Rainfed,Owned,Sandy Loam,Local Trader,626179.16,20.32,2.96,0.543,0,747.4
F03585,2022,Cuttack,17.02,Millets,Yes,91.61,Irrigated,Owned,Black,APMC,558516.66,37.59,,0.433,0,874.41
F03586,2022,Ganjam,16.18,Maize,No,83.23,Rainfed,Owned,Alluvial,FPO,349043.57,18.11,-0.78,0.634,0,872.47
F03587,2022,Bhadrak,13.59,Rice,No,38.09,Rainfed,Owned,Red,Contract Buyer,164890.61,40.86,-12.8,0.552,0,660.53
F03588,2022,Cuttack,0.7,Wheat,Yes,38.05,Irrigated,Owned,Laterite,Contract Buyer,108830.37,34.52,-21.34,0.552,1,559.61
F03589,2022,Mayurbhanj,10.81,Soybean,Yes,42,Irrigated,Owned,Black,Contract Buyer,275732.26,8.38,-29.86,,0,697.51
F03590,2023,Cuttack,11.12,Wheat,No,55.55,Irrigated,Tenant,Clay Loam,Local Trader,450712.02,21.04,0.51,0.552,0,792.55
F03591,2022,Ganjam,4.14,Maize,Yes,58.22,Rainfed,Tenant,Black,Local Trader,242503.63,11.56,,0.64,0,693.86
F03592,2022,Balasore,3.83,Soybean,Yes,19.89,Irrigated,Owned,Alluvial,Contract Buyer,416905.69,35.35,-1.8,0.544,1,660.47
F03593,2023,Bhadrak,16.18,Soybean,Yes,48.31,Rainfed,Owned,Red,Contract Buyer,612134.77,21.97,13.08,0.507,0,779.78
F03594,2022,Ganjam,1.83,Maize,No,48.88,Irrigated,Owned,Red,Local Trader,103107.13,7.26,,0.734,0,707.64
F03595,2023,Cuttack,17.53,Soybean,Yes,74.51,Irrigated,Owned,Laterite,APMC,303052.16,23.84,0.51,0.88,0,952.94
F03596,2023,Cuttack,14.87,Cotton,No,44.14,Rainfed,Tenant,Laterite,FPO,430613.58,3.18,-1.71,0.624,0,793.62
F03597,2023,Puri,6.27,Cotton,No,100,Rainfed,Owned,Sandy Loam,Local Trader,478250.32,10.21,-10.61,0.456,0,970.13
F03598,2024,Puri,4.17,Millets,Yes,25.34,Irrigated,Owned,Red,APMC,525811.11,22.6,0.51,0.639,0,664.18
F03599,2024,Ganjam,11.52,Rice,No,61.36,Rainfed,Owned,Clay Loam,FPO,504152.02,11.81,11.2,0.614,0,838.36
F03600,2024,Puri,8.27,Wheat,Yes,72.22,Irrigated,Owned,Clay Loam,Local Trader,290035.52,8.15,12.36,0.632,0,845.77
F03601,2024,Ganjam,0.88,Sugarcane,No,89.86,Irrigated,Owned,Red,Local Trader,153554.93,8.22,-39.34,0.746,0,711.71
F03602,2024,Puri,13.09,Sugarcane,No,87.44,Irrigated,Owned,Sandy Loam,FPO,500182.87,37.16,30.84,0.773,0,854.27
F03603,2023,Mayurbhanj,4.04,Cotton,Yes,79.02,Irrigated,Owned,Sandy Loam,Local Trader,559145.05,9.45,-3.57,,0,767.46
F03604,2023,Bhadrak,15.15,Soybean,Yes,62.61,Rainfed,Owned,Red,FPO,141044.79,37.73,-15.02,0.472,0,723.42
F03605,2023,Bhadrak,5.44,Cotton,Yes,67.72,Irrigated,Owned,Alluvial,Local Trader,280936.4,10.47,0.51,0.577,1,723.26
F03606,2022,Puri,11.31,Cotton,Yes,66.54,Irrigated,Tenant,Clay Loam,Contract Buyer,115098.86,1.58,-36.35,0.711,0,847.29
F03607,2023,Bhadrak,9.21,Soybean,Yes,87.11,Irrigated,Owned,Clay Loam,Contract Buyer,115149.91,12.7,-33.22,0.699,0,863.77
F03608,2023,Mayurbhanj,7.71,Maize,Yes,79.61,Rainfed,Owned,Black,FPO,430366.78,22.3,-54.68,,0,737.13
F03609,2024,Balasore,2.69,Wheat,Yes,75.25,Irrigated,Owned,Red,Contract Buyer,219700.69,38.71,21.47,0.552,0,690.67
F03610,2023,Mayurbhanj,5.91,Cotton,Yes,35.35,Rainfed,Owned,Black,Contract Buyer,149897.58,40.34,5.45,,1,560.62
F03611,2022,Puri,8.53,Sugarcane,Yes,91.33,Irrigated,Tenant,Alluvial,FPO,607096.65,16.32,,0.708,0,980
F03612,2024,Mayurbhanj,6.05,Millets,Yes,86.49,Irrigated,Owned,Laterite,Contract Buyer,84209.84,1.86,0.51,,0,747.03
F03613,2023,Mayurbhanj,17.78,Sugarcane,Yes,86.38,Rainfed,Owned,Black,Contract Buyer,330170.26,36.07,-0.65,,0,834.41
F03614,2023,Puri,6.95,Maize,Yes,57.85,Irrigated,Owned,Red,FPO,461091.91,39.67,-1.3,0.563,0,710.32
F03615,2024,Cuttack,4.51,Cotton,No,54.48,Irrigated,Owned,Alluvial,APMC,453267.22,19.91,-9.32,0.5,0,622.79
F03616,2023,Cuttack,3.91,Maize,Yes,83.19,Irrigated,Owned,Black,FPO,427945.09,24.08,10.95,0.546,0,761.57
F03617,2024,Mayurbhanj,16.38,Maize,Yes,45.75,Irrigated,Tenant,Alluvial,APMC,598671.64,38.55,0.51,,0,687.08
F03618,2024,Ganjam,2.1,Soybean,Yes,70.53,Irrigated,Owned,Sandy Loam,APMC,367585.84,7.7,-3.18,0.536,0,799.89
F03619,2022,Puri,14.7,Millets,Yes,55.86,Rainfed,Owned,Laterite,Local Trader,139932.55,12.17,,0.552,0,813.59
F03620,2022,Puri,13.99,Maize,No,68.44,Irrigated,Owned,Red,Local Trader,466452.07,0.66,-17.53,0.552,0,840.37
F03621,2022,Cuttack,8.52,Millets,Yes,55.88,Irrigated,Tenant,Black,Local Trader,137766.66,29.57,5.88,0.498,0,663.04
F03622,2023,Cuttack,0.97,Soybean,Yes,37.33,Rainfed,Tenant,Clay Loam,FPO,348428.56,27.1,6.14,0.552,1,507.52
F03623,2022,Balasore,2.84,Millets,No,82.49,Irrigated,Owned,Sandy Loam,FPO,593789.7,7.74,21.1,0.552,0,851.21
F03624,2024,Ganjam,10.44,Cotton,Yes,62.03,Rainfed,Tenant,Red,FPO,384088.91,38.16,0.51,0.552,0,719.83
F03625,2023,Bhadrak,15.17,Millets,Yes,83.19,Irrigated,Owned,Black,Contract Buyer,144943.96,36.71,-0.44,,0,789.33
F03626,2023,Puri,17.51,Rice,No,72.51,Rainfed,Owned,Alluvial,APMC,381646.87,40.93,36.85,0.526,0,680.52
F03627,2022,Bhadrak,6.41,Wheat,Yes,71.43,Rainfed,Owned,Clay Loam,APMC,209698.97,36.26,,0.554,0,701.32
F03628,2022,Mayurbhanj,10.44,Maize,Yes,58.15,Irrigated,Owned,Red,Contract Buyer,646044.2,23.23,-6.92,,0,900.3
F03629,2023,Cuttack,14.51,Soybean,Yes,57.72,Rainfed,Owned,Red,APMC,505765.3,27.98,-5.05,0.397,0,738.51
F03630,2023,Mayurbhanj,15.66,Soybean,Yes,77.59,Rainfed,Tenant,Clay Loam,Local Trader,238278.55,6.44,0.51,0.558,0,788.4
F03631,2022,Balasore,6.99,Maize,Yes,73.08,Rainfed,Tenant,Laterite,Local Trader,168718.94,31.71,,0.801,0,597.17
F03632,2023,Mayurbhanj,7.66,Millets,Yes,60.59,Rainfed,Tenant,Black,APMC,320615.84,29.48,-17.46,0.552,0,640.25
F03633,2022,Cuttack,11.83,Wheat,No,58.94,Rainfed,Owned,Alluvial,Local Trader,371334.07,32.49,,0.314,0,623.12
F03634,2024,Mayurbhanj,4.6,Cotton,No,48.68,Irrigated,Owned,Clay Loam,Local Trader,317951.97,30.5,-19.72,0.552,0,611.48
F03635,2022,Cuttack,16.56,Sugarcane,Yes,68.04,Rainfed,Owned,Sandy Loam,Local Trader,468140.19,31.53,,0.593,0,817.97
F03636,2023,Bhadrak,15.34,Cotton,Yes,70.59,Rainfed,Owned,Black,APMC,173251.11,18.03,,0.447,0,877.12
F03637,2023,Cuttack,15.35,Maize,No,36.67,Irrigated,Owned,Laterite,Contract Buyer,635027.47,41.49,-20.48,0.55,0,696.32
F03638,2023,Bhadrak,4.21,Soybean,No,72.91,Irrigated,Tenant,Black,FPO,95485.75,32.91,0.51,0.552,0,665.07
F03639,2022,Puri,12.08,Millets,Yes,44.92,Rainfed,Owned,Clay Loam,FPO,358189.13,13.61,,0.628,0,733.67
F03640,2024,Balasore,17.67,Millets,Yes,45.37,Irrigated,Owned,Sandy Loam,FPO,396260.08,22.58,0.51,0.528,0,821.8
F03641,2024,Balasore,15.22,Wheat,Yes,70.99,Irrigated,Owned,Red,FPO,393414.08,30.26,-15.17,0.536,0,828.95
F03642,2024,Puri,17.45,Wheat,Yes,40.7,Irrigated,Owned,Alluvial,Contract Buyer,328910.73,27.92,-9.06,0.552,0,792
F03643,2022,Balasore,3.59,Wheat,Yes,69.15,Rainfed,Owned,Black,Contract Buyer,167578.84,28.43,17.34,0.44,0,643.33
F03644,2022,Bhadrak,5.13,Soybean,Yes,100,Irrigated,Tenant,Clay Loam,FPO,277314.12,32.53,0.51,0.366,0,682.44
F03645,2024,Balasore,12.93,Maize,No,46.13,Irrigated,Owned,Sandy Loam,APMC,538801.72,23.23,10.73,0.518,0,804.01
F03646,2023,Mayurbhanj,17.99,Wheat,Yes,76.2,Rainfed,Owned,Laterite,APMC,366015.41,28.01,-4.32,,0,719.31
F03647,2023,Balasore,16.53,Cotton,No,55.09,Rainfed,Owned,Black,Local Trader,525727.16,1.16,15.16,0.714,0,875.92
F03648,2022,Cuttack,1.8,Rice,Yes,61.76,Irrigated,Tenant,Clay Loam,APMC,161418.29,17.03,0.79,0.552,0,624.41
F03649,2023,Cuttack,7.43,Millets,Yes,35.61,Irrigated,Owned,Black,FPO,170367.37,16.49,0.51,0.556,1,708.55
F03650,2023,Puri,16.24,Wheat,Yes,47.18,Irrigated,Owned,Alluvial,APMC,320374.99,40.77,10.6,0.576,0,793.04
F03651,2022,Balasore,16.16,Millets,No,37.54,Rainfed,Owned,Sandy Loam,Contract Buyer,612500.11,38.95,-20.61,0.552,0,694.31
F03652,2023,Bhadrak,14.54,Soybean,Yes,100,Rainfed,Owned,Sandy Loam,Contract Buyer,147901.76,5.33,-25.99,0.686,0,854.1
F03653,2024,Cuttack,5.61,Millets,Yes,48.34,Irrigated,Tenant,Sandy Loam,APMC,387183.05,34.93,-10.24,0.67,0,679.73
F03654,2024,Balasore,8.54,Wheat,Yes,44.97,Irrigated,Tenant,Sandy Loam,Contract Buyer,367852.88,28.82,11.54,0.256,0,648.2
F03655,2022,Balasore,0.83,Soybean,Yes,60.03,Irrigated,Tenant,Sandy Loam,Local Trader,344973.92,13.73,12.13,0.533,0,632.06
F03656,2024,Balasore,5.39,Maize,Yes,41.71,Irrigated,Owned,Black,APMC,528316.46,24.73,6.37,,0,771.95
F03657,2023,Mayurbhanj,15.73,Rice,Yes,85.93,Rainfed,Owned,Red,APMC,311670.14,11.52,22.83,,0,914.5
F03658,2022,Cuttack,7.75,Millets,No,57.95,Rainfed,Owned,Sandy Loam,FPO,553751.54,35.24,,0.694,0,623.61
F03659,2024,Balasore,15.47,Soybean,No,46.97,Rainfed,Owned,Black,Local Trader,325923.39,1.59,0.51,0.656,0,763.27
F03660,2023,Balasore,13.98,Sugarcane,No,82.49,Rainfed,Owned,Alluvial,APMC,425887.49,38.15,14.07,0.552,0,822.37
F03661,2022,Mayurbhanj,14.15,Rice,Yes,49.97,Rainfed,Tenant,Red,Local Trader,295219.13,26.84,,,0,717.6
F03662,2023,Ganjam,16.48,Rice,No,63.83,Rainfed,Tenant,Laterite,FPO,456555.31,38.38,0.51,0.552,0,744.76
F03663,2024,Puri,9.57,Millets,No,85.18,Irrigated,Owned,Black,Local Trader,520363.61,39.92,,0.371,0,711.13
F03664,2023,Ganjam,6.82,Millets,Yes,52.27,Rainfed,Owned,Red,Contract Buyer,334488.02,5.61,-23.43,0.584,0,805.86
F03665,2022,Bhadrak,16.53,Millets,Yes,79.27,Irrigated,Owned,Sandy Loam,APMC,197801.43,26.37,15.09,0.574,0,877.72
F03666,2023,Balasore,15.84,Rice,Yes,93.58,Rainfed,Owned,Black,Contract Buyer,280264.05,40.21,-13.44,0.552,0,740.88
F03667,2023,Bhadrak,16.94,Maize,Yes,60.27,Irrigated,Owned,Alluvial,Contract Buyer,228870.84,9.18,8.02,,0,888.52
F03668,2023,Bhadrak,3.67,Rice,No,65.33,Irrigated,Owned,Alluvial,Local Trader,106086.35,23.06,0.51,0.552,0,691.85
F03669,2022,Cuttack,5.93,Sugarcane,Yes,84.06,Rainfed,Owned,Sandy Loam,FPO,86252.79,1.61,,0.571,0,876.3
F03670,2023,Mayurbhanj,2.48,Maize,Yes,89.84,Rainfed,Tenant,Red,FPO,178676.42,6.6,8.61,,0,762.17
F03671,2022,Mayurbhanj,5.87,Cotton,No,73.93,Irrigated,Owned,Red,FPO,92812.93,5.18,-21.97,,0,689.94
F03672,2024,Puri,16.44,Rice,Yes,50.03,Irrigated,Owned,Black,FPO,488260.02,21.77,-8.42,0.519,0,874.02
F03673,2024,Mayurbhanj,6.91,Cotton,No,49.03,Rainfed,Tenant,Clay Loam,APMC,97238.59,0.98,-0.46,,0,674.35
F03674,2023,Cuttack,0.47,Maize,Yes,41.77,Rainfed,Owned,Clay Loam,Local Trader,445678.02,30.43,0.51,0.492,0,620.95
F03675,2023,Ganjam,1.1,Maize,Yes,80.48,Rainfed,Owned,Red,APMC,316665.38,38.31,-17.91,0.529,0,686.05
F03676,2022,Bhadrak,0.69,Millets,Yes,84.64,Irrigated,Tenant,Clay Loam,Contract Buyer,250706.97,32.4,13.44,,0,739.64
F03677,2023,Balasore,0.94,Wheat,Yes,28.83,Rainfed,Owned,Alluvial,Local Trader,609647.5,41.14,-11.7,0.73,1,591.9
F03678,2022,Bhadrak,12.11,Cotton,Yes,47.9,Irrigated,Owned,Red,Contract Buyer,598202.95,33.94,11.29,0.49,0,703.74
F03679,2022,Ganjam,14.51,Soybean,Yes,48.69,Irrigated,Owned,Black,Contract Buyer,225963.46,7.73,-16.36,0.641,0,879.63
F03680,2022,Cuttack,11.04,Cotton,Yes,72.71,Rainfed,Owned,Sandy Loam,Contract Buyer,202118.01,12.95,,0.557,0,823.92
F03681,2022,Puri,3.94,Sugarcane,Yes,45.38,Rainfed,Owned,Clay Loam,Contract Buyer,544121.9,13.31,,0.595,0,805.16
F03682,2022,Puri,4.4,Maize,Yes,63.97,Irrigated,Owned,Alluvial,Contract Buyer,154702.2,2.52,-2.55,0.497,0,884.29
F03683,2023,Balasore,17.52,Sugarcane,No,67.05,Rainfed,Owned,Alluvial,FPO,146541.6,17.16,0.51,0.507,0,729.38
F03684,2023,Bhadrak,1.09,Wheat,Yes,74.79,Irrigated,Owned,Clay Loam,Local Trader,246317.25,20.31,21.93,,0,723.21
F03685,2022,Cuttack,5.23,Soybean,Yes,59.89,Irrigated,Owned,Alluvial,FPO,436017.48,2.17,13.2,0.662,0,893.87
F03686,2022,Puri,16.34,Wheat,Yes,47.62,Irrigated,Owned,Black,FPO,553812.74,11.08,6.5,0.48,0,876.26
F03687,2023,Balasore,15.08,Rice,No,74.82,Rainfed,Tenant,Laterite,FPO,621148.29,35.35,-5.34,0.605,0,737.66
F03688,2022,Puri,11.17,Wheat,No,53.61,Irrigated,Owned,Sandy Loam,FPO,235848.48,15.01,22.14,0.662,0,831.03
F03689,2022,Mayurbhanj,4.09,Soybean,Yes,100,Irrigated,Owned,Clay Loam,APMC,512174.8,34.07,8.38,,0,765.63
F03690,2023,Puri,3.37,Cotton,Yes,19.71,Irrigated,Owned,Sandy Loam,FPO,556541.45,39.02,-10.96,0.557,1,601.98
F03691,2022,Bhadrak,8.65,Soybean,No,58.16,Rainfed,Owned,Red,Local Trader,134694.52,22.69,-16.95,0.539,0,669.55
F03692,2022,Mayurbhanj,8.23,Wheat,No,59.81,Irrigated,Owned,Alluvial,Local Trader,281563.18,15.05,-1.65,0.557,0,729.14
F03693,2024,Ganjam,18,Wheat,No,81.37,Rainfed,Tenant,Clay Loam,FPO,538507.19,23.14,4.79,0.575,0,889.74
F03694,2022,Ganjam,14.21,Rice,Yes,82.15,Rainfed,Owned,Laterite,FPO,392515.47,40.31,9.57,0.387,1,718.64
F03695,2022,Cuttack,12.17,Millets,Yes,83.84,Rainfed,Owned,Clay Loam,APMC,325722.05,22.14,,,0,893.45
F03696,2024,Cuttack,9.1,Maize,No,20.45,Irrigated,Owned,Black,Contract Buyer,324143.99,25,-18.93,0.285,0,645.2
F03697,2024,Balasore,7.82,Sugarcane,Yes,76.14,Irrigated,Owned,Alluvial,Contract Buyer,335972.79,30.07,9.66,0.631,0,857.17
F03698,2023,Balasore,9.29,Wheat,Yes,92.48,Rainfed,Owned,Red,FPO,591638.5,17.48,-18.64,0.633,0,939.6
F03699,2023,Ganjam,12.69,Rice,No,56.23,Rainfed,Owned,Sandy Loam,Contract Buyer,369761.61,0.07,-20.47,0.768,0,836.5
F03700,2024,Balasore,14.65,Sugarcane,No,56.59,Rainfed,Owned,Alluvial,FPO,382411.57,4.44,-7.29,0.605,0,888.11
F03701,2024,Cuttack,5.11,Soybean,Yes,60.49,Rainfed,Owned,Clay Loam,Local Trader,491954.4,6.76,1.07,0.569,0,835.66
F03702,2022,Cuttack,16.62,Millets,No,73.28,Rainfed,Owned,Sandy Loam,FPO,584599.62,3.63,,0.562,0,864.13
F03703,2022,Cuttack,0.62,Rice,Yes,55.7,Rainfed,Owned,Clay Loam,Local Trader,409418.16,34.45,,0.552,1,558.64
F03704,2022,Balasore,8.78,Wheat,No,80.91,Rainfed,Tenant,Laterite,Contract Buyer,240357.31,25.61,,0.552,0,734.91
F03705,2022,Cuttack,1.41,Maize,No,50.37,Rainfed,Owned,Alluvial,Local Trader,560232.94,34.06,-10.08,0.43,1,519.07
F03706,2024,Bhadrak,11.51,Wheat,No,100,Rainfed,Owned,Red,Local Trader,95034,32.3,-24.6,0.606,1,614.98
F03707,2023,Mayurbhanj,12.14,Wheat,Yes,48.65,Irrigated,Owned,Black,Local Trader,509122.97,13.8,23.96,,0,848.99
F03708,2024,Ganjam,13.01,Maize,Yes,78.8,Irrigated,Owned,Red,Local Trader,296266.32,1.61,0.51,0.458,0,942.84
F03709,2022,Cuttack,16.41,Wheat,Yes,77.97,Rainfed,Owned,Sandy Loam,FPO,248980.26,0.51,,0.676,0,904.62
F03710,2022,Mayurbhanj,14.71,Millets,Yes,74.91,Rainfed,Tenant,Black,FPO,82444.9,11.53,,,0,705.35
F03711,2023,Bhadrak,7.44,Sugarcane,Yes,60.87,Rainfed,Owned,Laterite,Contract Buyer,452107.85,23.44,0.51,0.428,0,777.09
F03712,2023,Balasore,3.54,Cotton,No,99.72,Irrigated,Owned,Alluvial,Local Trader,190671.34,13.26,3.94,0.458,0,804.9
F03713,2023,Mayurbhanj,0.43,Millets,No,82.28,Irrigated,Tenant,Alluvial,FPO,380651.72,3.02,1.99,,0,811.9
F03714,2022,Bhadrak,13.83,Soybean,No,65.7,Irrigated,Tenant,Black,Local Trader,439096.1,8.92,0.51,0.688,0,887.07
F03715,2024,Puri,8.9,Wheat,Yes,76.89,Rainfed,Owned,Sandy Loam,FPO,537564.41,19.42,0.51,0.662,0,796.89
F03716,2023,Bhadrak,0.95,Sugarcane,No,63.99,Rainfed,Tenant,Sandy Loam,FPO,414870.76,36.58,12.83,0.726,0,555.54
F03717,2023,Puri,14.84,Cotton,Yes,56.74,Rainfed,Tenant,Sandy Loam,Local Trader,632824.73,11.84,-15.52,0.685,0,916.91
F03718,2023,Balasore,17.41,Wheat,Yes,66.36,Rainfed,Tenant,Red,Local Trader,168525.31,28.91,10.3,0.585,0,835.15
F03719,2022,Ganjam,0.93,Cotton,No,79.46,Rainfed,Owned,Laterite,Contract Buyer,297229.14,5.66,,0.747,0,806.34
F03720,2024,Ganjam,16.94,Soybean,Yes,50.22,Irrigated,Tenant,Red,Contract Buyer,412227.27,25.97,-23.44,0.796,0,830.38
F03721,2022,Balasore,2.89,Soybean,No,82.22,Irrigated,Owned,Alluvial,APMC,209396.6,27.44,0.51,0.527,0,691.66
F03722,2023,Cuttack,2.8,Millets,No,83.12,Rainfed,Owned,Laterite,Contract Buyer,536099.19,10.68,-14.33,0.591,0,783.14
F03723,2024,Bhadrak,5.29,Maize,Yes,43.77,Irrigated,Owned,Laterite,FPO,219960.14,34.49,-12.94,0.568,0,695.22
F03724,2022,Ganjam,17.98,Rice,Yes,39.72,Rainfed,Owned,Sandy Loam,FPO,600929.06,1.52,,0.552,0,957.85
F03725,2022,Balasore,6.74,Wheat,No,55.01,Irrigated,Owned,Laterite,Local Trader,436101.74,17.01,-17.92,0.552,0,772.19
F03726,2024,Balasore,12.91,Sugarcane,Yes,57.95,Rainfed,Owned,Clay Loam,Local Trader,120001.8,30.29,-22.45,0.644,0,641.62
F03727,2022,Puri,3.77,Cotton,Yes,100,Rainfed,Owned,Sandy Loam,FPO,599444.82,4.07,,0.704,0,980
F03728,2022,Mayurbhanj,16.29,Wheat,Yes,21.92,Irrigated,Tenant,Black,Local Trader,234796.37,36.92,-3.67,0.552,1,521.09
F03729,2024,Balasore,6.08,Cotton,No,82.95,Irrigated,Owned,Red,APMC,367230.56,26.92,-10.01,0.627,0,708.84
F03730,2024,Puri,6.55,Rice,No,70.19,Rainfed,Owned,Sandy Loam,APMC,599783.8,19.11,1.54,0.516,0,813.18
F03731,2024,Bhadrak,14.8,Wheat,Yes,100,Rainfed,Tenant,Red,Local Trader,470527.51,5.98,3.57,,0,922.19
F03732,2022,Bhadrak,10.39,Soybean,Yes,57.86,Irrigated,Owned,Clay Loam,FPO,617789.94,41.36,16.16,0.649,0,775.57
F03733,2023,Bhadrak,10.94,Millets,No,100,Rainfed,Tenant,Laterite,Local Trader,566069.47,25.38,-25.46,0.787,0,807
F03734,2024,Balasore,16.79,Millets,No,72.99,Irrigated,Owned,Clay Loam,APMC,531726.65,15.27,0.51,0.506,0,867.9
F03735,2022,Ganjam,9.88,Wheat,No,39.96,Rainfed,Owned,Sandy Loam,Contract Buyer,347898.3,1.41,,0.551,0,875.82
F03736,2023,Balasore,10.3,Wheat,Yes,84.97,Irrigated,Owned,Red,FPO,547336.8,41.1,-7.79,0.599,0,827.33
F03737,2022,Mayurbhanj,17.53,Sugarcane,No,78.23,Irrigated,Owned,Clay Loam,APMC,251018.03,21.92,7.06,,0,790.09
F03738,2023,Cuttack,13.06,Maize,Yes,53.58,Irrigated,Tenant,Sandy Loam,FPO,385933.16,33.25,,,0,807.48
